,Media_Source,Date,Tweets_ago,Tweet_Text,Compound,Positive,Negative,Neutral
276,@CNN,2018-07-09 13:14:42+00:00,-76,A number of US missionary groups are stranded in Haiti after protesters took to the streets following a fuel price… https://t.co/1CbJSOo2B5,-0.1531,0.064,0.094,0.842
277,@CNN,2018-07-09 13:01:34+00:00,-77,"Thai cave rescue | Here's what we know:

• 8 boys rescued since Sunday

• 4 boys and their soccer coach remain insi… https://t.co/FmmtMBWK7j",0.7269,0.264,0.0,0.736
278,@CNN,2018-07-09 12:52:38+00:00,-78,"The distraught parents of 12 Thai boys, who have been stranded in a cave for weeks with their soccer coach, have no… https://t.co/QNS2JyRKYD",-0.5574,0.0,0.146,0.854
279,@CNN,2018-07-09 12:42:19+00:00,-79,The Pentagon has identified the soldier killed in an apparent insider attack Saturday in Afghanistan as Army Cpl. J… https://t.co/1XMy0gwc9k,-0.8225,0.0,0.297,0.703
280,@CNN,2018-07-09 12:32:44+00:00,-80,"5 Things for Monday:

- Thai cave rescue
- UK nerve agent poisoning
- Russia investigation
- Afghanistan attack
- I… https://t.co/exgGAQaq7S",-0.5574,0.142,0.297,0.56
281,@CNN,2018-07-09 12:12:22+00:00,-81,BREAKING: An 8th boy has been rescued from the Thai cave as operations to free the youth soccer team continues. Fou… https://t.co/nvrRGlgH9M,0.7269,0.234,0.0,0.766
282,@CNN,2018-07-09 11:57:33+00:00,-82,"BREAKING: The sixth and seventh boys have been rescued from the Thai cave.

A total of three boys have been evacuat… https://t.co/nqO7BZbv94",0.4215,0.123,0.0,0.877
283,@CNN,2018-07-09 11:29:13+00:00,-83,The United States attempted to water down a World Health Assembly resolution recognizing the importance of breastfe… https://t.co/ylkSDpJ3tr,0.6486,0.261,0.0,0.739
284,@CNN,2018-07-09 11:13:08+00:00,-84,When President Trump unveils his second Supreme Court pick Monday night with the prime-time flourish of a reality s… https://t.co/G60Groqf59,0.5574,0.167,0.0,0.833
285,@CNN,2018-07-09 11:00:10+00:00,-85,"RT @NewDay: CNN's @DrSanjayGupta reacts to the fifth of 12 boys being rescued from a Thai cave: ""You hear that the rescues have gone along…",0.6249,0.188,0.0,0.812
286,@CNN,2018-07-09 10:56:24+00:00,-86,Senate Majority Leader Mitch McConnell was followed to his car Saturday by protesters who hurled both personal insu… https://t.co/ygmh9o0XxO,-0.2263,0.0,0.095,0.905
287,@CNN,2018-07-09 10:52:03+00:00,-87,A beauty queen gave up her title after a skit was performed at the Miss Massachusetts competition that made fun of… https://t.co/fayxmI1rLv,0.7579,0.276,0.062,0.661
288,@CNN,2018-07-09 10:42:03+00:00,-88,Trump to unveil Supreme Court pick for the ages | Analysis by @StCollinson https://t.co/bvebhOjGZc https://t.co/7HRUPlsZWP,0.5574,0.217,0.0,0.783
289,@CNN,2018-07-09 10:39:05+00:00,-89,"Heat wave leaves 26,500 without power in Los Angeles https://t.co/9j7STkSMDU https://t.co/aZfIn5rHgN",0.0,0.0,0.0,1.0
290,@CNN,2018-07-09 10:28:02+00:00,-90,Some immigrant families are being reunited -- but their troubles are far from over https://t.co/5UHVVFXrCB https://t.co/12mZ1hSJ2K,-0.6124,0.0,0.211,0.789
291,@CNN,2018-07-09 10:23:02+00:00,-91,A number of US missionary groups are stranded in Haiti after protesters took to the streets following a fuel price… https://t.co/coxwryRuKO,-0.1531,0.064,0.094,0.842
292,@CNN,2018-07-09 10:19:02+00:00,-92,JUST IN: Starbucks is eliminating plastic straws from all stores https://t.co/5J2YduEHeW https://t.co/MMkRRUkfVv,0.0,0.0,0.0,1.0
293,@CNN,2018-07-09 10:10:24+00:00,-93,"BREAKING: A fifth boy has been rescued from a cave in Thailand -- the first after operations resumed on Monday, eye… https://t.co/G2QiX5oLRy",0.4215,0.128,0.0,0.872
294,@CNN,2018-07-09 10:10:06+00:00,-94,Hundreds strip off in Melbourne for controversial mass nude photos https://t.co/qAoIg1DTE2 via @CNNStyle https://t.co/t12AAAg82s,-0.2023,0.0,0.122,0.878
295,@CNN,2018-07-09 10:09:04+00:00,-95,Los Angeles authorities are asking people to limit their electricity use as thousands remain without power followin… https://t.co/bmYwP4KWm4,0.0,0.0,0.0,1.0
296,@CNN,2018-07-09 09:58:04+00:00,-96,"Two Reuters journalists have been charged under Myanmar's Official Secrets Act, which carries a maximum penalty of… https://t.co/sKa3BYVguB",-0.5859,0.0,0.242,0.758
297,@CNN,2018-07-09 09:51:02+00:00,-97,"This architecture practice has set its sights on building an inflatable, 30-ton disco ball in the Nevada desert for… https://t.co/NIh0KWMZeM",0.0,0.0,0.0,1.0
298,@CNN,2018-07-09 09:44:08+00:00,-98,Monday's attempt to rescue the 8 remaining boys and their soccer coach involves the same divers as Sunday -- with a… https://t.co/Dy0hzyh1Ek,0.5106,0.142,0.0,0.858
299,@CNN,2018-07-09 09:40:08+00:00,-99,At least 100 people have died in Japan following floods and landslides across the southwest of the country… https://t.co/lPmP3bF5Jo,-0.5574,0.0,0.167,0.833
300,@FoxNews,2018-07-09 22:09:16+00:00,0,Small boat overturns in Hudson River outside New York City; 2 people rescued. https://t.co/9icoXnVV1N,0.4215,0.189,0.0,0.811
301,@FoxNews,2018-07-09 22:00:30+00:00,-1,"""We've always admired your sense of adventure and imagination...until you jumped onto a moving lawnmower from the j… https://t.co/LaP3PZ0Dpv",0.6808,0.259,0.0,0.741
302,@FoxNews,2018-07-09 21:48:54+00:00,-2,The Russian Progress spacecraft carrying three tons of supplies to the International Space Station launches from Ka… https://t.co/MZof11IezB,0.4215,0.141,0.0,0.859
303,@FoxNews,2018-07-09 21:30:11+00:00,-3,".@kimguilfoyle on Mueller investigation: ""There's just a real concern, given the inherent bias that has been demons… https://t.co/6wWZGhy5ea",-0.1027,0.0,0.08,0.92
304,@FoxNews,2018-07-09 21:24:35+00:00,-4,"Lisa Page to appear on Capitol Hill for closed-door interview with House Judiciary, Oversight Committees https://t.co/KAb3KewWP9",0.0,0.0,0.0,1.0
305,@FoxNews,2018-07-09 21:07:54+00:00,-5,".@seanhannity on #ScotusPick: ""The decision will be made at 9:01:30 ET...At 9:03 ET, the left is going to be in pro… https://t.co/gdrZbHZikP",0.0,0.0,0.0,1.0
306,@FoxNews,2018-07-09 21:00:11+00:00,-6,Pelosi vows to 'avenge President Obama' in Supreme Court fight https://t.co/xyS2VnGktG,0.25,0.237,0.171,0.592
307,@FoxNews,2018-07-09 20:56:53+00:00,-7,"Jeremy Hunt, Theresa May loyalist, named to replace Boris Johnson as UK foreign secretary https://t.co/lYTOvgp8AS",0.3612,0.152,0.0,0.848
308,@FoxNews,2018-07-09 20:53:06+00:00,-8,.@GOPChairwoman: “I hope the Senate will vote on this quickly and that Democrats will cross the aisle and vote for… https://t.co/f3zHC4G1wU,0.4404,0.127,0.0,0.873
309,@FoxNews,2018-07-09 20:46:23+00:00,-9,.@GOPChairwoman: “We do not want this to be the new norm of our democracy.” @TeamCavuto https://t.co/O7TBstm2Wf,-0.0572,0.0,0.075,0.925
310,@FoxNews,2018-07-09 20:41:04+00:00,-10,Man and child visiting Gatorland get stuck on zipline above alligator pool https://t.co/MclJIqO0xs,-0.25,0.0,0.143,0.857
311,@FoxNews,2018-07-09 20:38:40+00:00,-11,Tom Dupree on President Trump’s Supreme Court nominee @TeamCavuto https://t.co/RBHaETKCUF https://t.co/3DdnSsTlO3,0.5574,0.265,0.0,0.735
312,@FoxNews,2018-07-09 20:35:30+00:00,-12,'Barbie feet' is the new viral trend taking over Instagram https://t.co/eeeJzMdaAb,0.0,0.0,0.0,1.0
313,@FoxNews,2018-07-09 20:30:00+00:00,-13,"TONIGHT: @POTUS announces his Supreme Court pick. Join @SeanHannity for full coverage at 9p ET, @ingrahamangle at 1… https://t.co/DGO5F9Kayh",0.7003,0.254,0.0,0.746
314,@FoxNews,2018-07-09 20:10:11+00:00,-14,".@POTUS has chosen his Supreme Court nominee, source says; @johnrobertsFox reports https://t.co/RBHaETKCUF… https://t.co/VPD2DirCs7",0.5574,0.231,0.0,0.769
315,@FoxNews,2018-07-09 19:59:07+00:00,-15,".@SenateMajLdr McConnell on the Supreme Court nomination battle: ""This far-left rhetoric comes out every single tim… https://t.co/ucthLn3ovI",0.25,0.17,0.123,0.708
316,@FoxNews,2018-07-09 19:51:20+00:00,-16,".@SenateMajLdr McConnell: ""Tonight, President Trump will announce his nominee to fill the current Supreme Court vac… https://t.co/T6bpmxucxQ",0.5574,0.184,0.0,0.816
317,@FoxNews,2018-07-09 19:44:03+00:00,-17,.@SenateMajLdr McConnell makes remarks on the Senate floor about potential Supreme Court nominees.… https://t.co/XQ5NgPQiIs,0.5574,0.217,0.0,0.783
318,@FoxNews,2018-07-09 19:42:00+00:00,-18,OPINION: San Francisco's homeless crisis looks a lot like New York's future. https://t.co/3ehyQQxAn7,-0.3818,0.151,0.247,0.602
319,@FoxNews,2018-07-09 19:40:00+00:00,-19,Immigrants who are in the country legally could soon be able to vote in Boston’s local elections. https://t.co/YP2EBxj5K3,0.1027,0.076,0.0,0.924
320,@FoxNews,2018-07-09 19:35:35+00:00,-20,Supreme Court shortlister Kavanaugh's role in ObamaCare's survival fiercely debated by conservatives. https://t.co/G7X1IapqjD,0.5574,0.231,0.0,0.769
321,@FoxNews,2018-07-09 19:31:45+00:00,-21,Georgia Republican governor candidate says the state's primary was a race for 'who could be the craziest' https://t.co/aU4o6oN64B,-0.0516,0.0,0.07,0.93
322,@FoxNews,2018-07-09 19:26:07+00:00,-22,.@JohnCornyn makes remarks on the Senate floor about potential Supreme Court nominees. https://t.co/TP7mHRz0qL… https://t.co/2LJ8uQt1LA,0.5574,0.217,0.0,0.783
323,@FoxNews,2018-07-09 19:25:06+00:00,-23,".@SenSchumer: ""The American people deserve to know what kind of a justice President Trump's nominee would be.""… https://t.co/94vEEoZ7vM",0.4779,0.163,0.0,0.837
324,@FoxNews,2018-07-09 19:17:50+00:00,-24,"BREAKING NEWS: @POTUS has chosen his Supreme Court nominee, source says. https://t.co/GE9oHG0Khu",0.5574,0.247,0.0,0.753
325,@FoxNews,2018-07-09 19:15:07+00:00,-25,".@SenSchumer: ""Whomever the president selects tonight, if that nominee is from the pre-approved list...everyone oug… https://t.co/4tkr3ZYPNx",0.0,0.0,0.0,1.0
326,@FoxNews,2018-07-09 19:15:02+00:00,-26,.@SenSchumer makes remarks on the Senate floor about potential Supreme Court nominees. https://t.co/TP7mHRz0qL… https://t.co/Djub9MgUos,0.5574,0.217,0.0,0.783
327,@FoxNews,2018-07-09 19:07:41+00:00,-27,"Disney cast member killed in 'industrial accident,' reports say. https://t.co/Frvo7M5u0n",-0.6705,0.0,0.333,0.667
328,@FoxNews,2018-07-09 18:58:53+00:00,-28,".@KayColesJames: ""[@POTUS] is focused like a laser beam on U.S. national interest and our security."" @dailybriefing… https://t.co/Zrh62CumSv",0.7964,0.384,0.0,0.616
329,@FoxNews,2018-07-09 18:40:29+00:00,-29,".@JohnCornyn on #ScotusPick: ""[The left doesn't] care who's going to be nominated...Anybody nominated by President… https://t.co/UVtmhrBdBV",-0.3875,0.0,0.149,0.851
330,@FoxNews,2018-07-09 18:31:46+00:00,-30,".@JohnCornyn on #ScotusPick: ""I think the thing that we all should want is judges that haven't made up their mind a… https://t.co/Nnkyca3BXJ",0.0772,0.058,0.0,0.942
331,@FoxNews,2018-07-09 18:22:18+00:00,-31,.@SteveHiltonx: @POTUS Listened to Us Over Scott Pruitt &amp; He Should Do the Same With Wilbur Ross https://t.co/ySlzycFkPm,0.0,0.0,0.0,1.0
332,@FoxNews,2018-07-09 18:08:22+00:00,-32,"TONIGHT: @POTUS announces his Supreme Court pick. Join @SeanHannity for full coverage at 9p ET, @ingrahamangle at 1… https://t.co/cknsZ4CQfQ",0.7003,0.254,0.0,0.746
333,@FoxNews,2018-07-09 18:02:21+00:00,-33,"Fireball flies across Midwest skies Sunday, leaves 'brilliant green light' https://t.co/EmWNk9TJTg",0.5859,0.275,0.0,0.725
334,@FoxNews,2018-07-09 17:52:59+00:00,-34,Never-before-seen Cold War videos declassified https://t.co/9E5OaMKPzk,-0.5994,0.0,0.438,0.562
335,@FoxNews,2018-07-09 17:49:25+00:00,-35,'Always a Marine': Chief of Staff John Kelly Untangles American Flag at Trump Golf Course https://t.co/eUzvYuc0Uy,0.0,0.0,0.0,1.0
336,@FoxNews,2018-07-09 17:45:36+00:00,-36,More countries following @POTUS in moving Israel embassy to Jerusalem https://t.co/QuMH6w7i1n,0.0,0.0,0.0,1.0
337,@FoxNews,2018-07-09 17:41:52+00:00,-37,'Unreal' Hate: St. Jude Family Attacked Online After Thanking Eric Trump for Support https://t.co/dLQ13S15vG,-0.6124,0.132,0.328,0.539
338,@FoxNews,2018-07-09 17:36:44+00:00,-38,'Damn Yankees!' star Tab Hunter dead at 86 https://t.co/bvGvefddGI,-0.8718,0.0,0.622,0.378
339,@FoxNews,2018-07-09 17:35:46+00:00,-39,.@jasoninthehouse: “I think Rudy Giuliani is right. There isn’t any evidence out there of anything wrong.”… https://t.co/j5ByDKIssj,0.0,0.0,0.0,1.0
340,@FoxNews,2018-07-09 17:28:17+00:00,-40,.@BretBaier on President Trump’s Supreme Court nomination announcement #OutnumberedOT https://t.co/kKB2copRnJ,0.5574,0.286,0.0,0.714
341,@FoxNews,2018-07-09 17:26:59+00:00,-41,"Tropical Storm Chris expected to become hurricane, bring dangerous surf while staying off coast https://t.co/GwdWjGXa6X",-0.4767,0.0,0.181,0.819
342,@FoxNews,2018-07-09 17:17:22+00:00,-42,Former Ohio State coaches defend Rep. Jim Jordan against claims he ignored sexual abuse https://t.co/oenYjqRxaJ,-0.7579,0.0,0.333,0.667
343,@FoxNews,2018-07-09 17:13:43+00:00,-43,.@OrrinHatch: “The people that he's suggested are really outstanding people.” #OutnumberedOT https://t.co/05Idf5uTrG,0.6478,0.281,0.0,0.719
344,@FoxNews,2018-07-09 16:58:40+00:00,-44,Trump's Supreme Court pick needs Senate approval: A look at the confirmation process https://t.co/f381zYBl6t,0.7717,0.379,0.0,0.621
345,@FoxNews,2018-07-09 16:54:41+00:00,-45,Royal family gathers for christening of Prince Louis https://t.co/yIaqMxQmPq,0.0,0.0,0.0,1.0
346,@FoxNews,2018-07-09 16:49:34+00:00,-46,"2 dead after California train, car crash that was caught on camera https://t.co/ikXsofMV6l",-0.7906,0.0,0.412,0.588
347,@FoxNews,2018-07-09 16:42:16+00:00,-47,"Prince William and Kate, Duchess of Cambridge, with their children as they arrive for Prince Louis' christening ser… https://t.co/XwoAslFIC0",0.0,0.0,0.0,1.0
348,@FoxNews,2018-07-09 16:38:05+00:00,-48,Thai cave rescue timeline: The dangerous race to bring trapped soccer team home https://t.co/k7zCZgQz07,-0.4939,0.159,0.312,0.529
349,@FoxNews,2018-07-09 16:31:56+00:00,-49,"Andrew McCarthy: ""What we want, at least on the conservative side, is a judge who recognizes that the law is a refl… https://t.co/66uIJQmtdR",0.0772,0.061,0.0,0.939
350,@FoxNews,2018-07-09 16:24:03+00:00,-50,.@POTUS suggests China meddling in North Korea talks amid trade tensions with US https://t.co/b7UUTlBAEz,-0.4019,0.0,0.172,0.828
351,@FoxNews,2018-07-09 16:20:00+00:00,-51,"Indian students hold candles and pray for the 12 boys and their soccer coach who have been trapped since June 23, i… https://t.co/xdHTDvzVyA",-0.2732,0.086,0.127,0.787
352,@FoxNews,2018-07-09 16:16:40+00:00,-52,Massive alligator captured in Florida park: 'This may be the largest gator we've ever responded to' https://t.co/vAtsA9UuBZ,0.0,0.0,0.0,1.0
353,@FoxNews,2018-07-09 16:11:46+00:00,-53,.@SenJohnKennedy: “The purpose of the U.S. Supreme Court is to interpret the law.” https://t.co/kAX13KtJT8,0.5574,0.217,0.0,0.783
354,@FoxNews,2018-07-09 16:09:23+00:00,-54,"ISIS 'capital' captured in Afghanistan, over 160 fighters killed by US, Afghan troops https://t.co/6SOZtwusZF",-0.6908,0.0,0.322,0.678
355,@FoxNews,2018-07-09 16:05:00+00:00,-55,"Indian students hold candles and pray for the 12 boys and their soccer coach who have been trapped since June 23, i… https://t.co/LcsTgjNcrZ",-0.2732,0.086,0.127,0.787
356,@FoxNews,2018-07-09 15:51:17+00:00,-56,"Indian students hold candles and pray for the 12 boys and their soccer coach who have been trapped since June 23, i… https://t.co/SJ7eOpCN4w",-0.2732,0.086,0.127,0.787
357,@FoxNews,2018-07-09 15:45:22+00:00,-57,John Sununu: “The one thing that is predictable about the president is that he is unpredictable in what he is going… https://t.co/Y4lHY2dORs,0.0,0.0,0.0,1.0
358,@FoxNews,2018-07-09 15:43:38+00:00,-58,"John Sununu: ""This is a president that has moved his NATO allies to begin to make the contributions they are commit… https://t.co/ajI3s482Hi",0.0,0.0,0.0,1.0
359,@FoxNews,2018-07-09 15:37:44+00:00,-59,Michigan State football player puts 'goals over dreams' in joining @USAirForce #ProudAmerican https://t.co/ScQwU9hZsu,0.4019,0.184,0.0,0.816
360,@FoxNews,2018-07-09 15:27:45+00:00,-60,"RT @FoxBusiness: Trump administration freezes payments under 'ObamaCare' program
https://t.co/AW86Ziq986",-0.0258,0.0,0.109,0.891
361,@FoxNews,2018-07-09 15:27:34+00:00,-61,"RT @FoxBusiness: US working with German automakers to lower tariffs on vehicles: Ambassador Grenell 
https://t.co/SSdOdQUhEr",-0.296,0.0,0.136,0.864
362,@FoxNews,2018-07-09 15:27:21+00:00,-62,RT @FoxBusiness: .@Starbucks is officially going strawless https://t.co/RKfeCrY8Yy,0.0,0.0,0.0,1.0
363,@FoxNews,2018-07-09 15:17:01+00:00,-63,RT @FoxNewsResearch: The four floated names for Kennedy's Supreme Court vacancy are all federal appellate judges who were on a list of 25 p…,0.5574,0.141,0.0,0.859
364,@FoxNews,2018-07-09 15:16:13+00:00,-64,OPINION: America needs young people who are fit and willing to serve -- how can we inspire more of them? (via… https://t.co/kgXnI7dxK3,0.7351,0.237,0.0,0.763
365,@FoxNews,2018-07-09 15:11:47+00:00,-65,Mom meets her baby for first time after she went into septic shock during labor https://t.co/6t4A5yYsz1,-0.3818,0.0,0.148,0.852
366,@FoxNews,2018-07-09 15:09:40+00:00,-66,.@TheJuanWilliams on @POTUS’s Supreme Court nominee announcement @AmericaNewsroom https://t.co/A2wgsfYfoP,0.5574,0.31,0.0,0.69
367,@FoxNews,2018-07-09 15:01:15+00:00,-67,"Thai soccer coach, 25-year-old former Buddhist monk, hailed 'hero' for keeping boys alive https://t.co/qFB5j0sOYv",0.5423,0.273,0.0,0.727
368,@FoxNews,2018-07-09 14:57:58+00:00,-68,"Texas man, 25, who allegedly posed as high school student accused of relationship with teen, police say https://t.co/eKMU18ToWe",-0.296,0.0,0.115,0.885
369,@FoxNews,2018-07-09 14:55:31+00:00,-69,"Leonard Leo: ""For a judge to be fair, it’s not about their own personal views or their cultural or social backgroun… https://t.co/QSo0zTitvl",0.3182,0.103,0.0,0.897
370,@FoxNews,2018-07-09 14:47:31+00:00,-70,Leonard Leo: “This is a president who ran on the Supreme Court issue more than any other presidential candidate.”… https://t.co/BhlRdyw3ef,0.5574,0.167,0.0,0.833
371,@FoxNews,2018-07-09 14:43:45+00:00,-71,TONIGHT: @POTUS announces his Supreme Court pick at 9p ET. Watch full coverage on Fox News Channel! https://t.co/tEl9kwvolU,0.5983,0.186,0.0,0.814
372,@FoxNews,2018-07-09 14:38:53+00:00,-72,Leonard Leo: “I’ve never seen a president work harder and reach out more broadly than this one to really make sure… https://t.co/mBzBmro0uE,0.0258,0.052,0.0,0.948
373,@FoxNews,2018-07-09 14:30:42+00:00,-73,.@judgenap Believes @POTUS Has Narrowed SCOTUS Choice to Two Candidates https://t.co/16AjUmxN5g,0.0,0.0,0.0,1.0
374,@FoxNews,2018-07-09 14:16:45+00:00,-74,"JUST IN: Boris Johnson, UK's foreign secretary, resigns https://t.co/VsVMGAnnDU https://t.co/MXxhd4Z29G",-0.3182,0.0,0.204,0.796
375,@FoxNews,2018-07-09 13:43:48+00:00,-75,Breaking News: Thai rescuers pause operation to save remaining members of soccer team trapped in cave https://t.co/YFz7V9BGh0,-0.0516,0.148,0.157,0.694
376,@FoxNews,2018-07-09 13:38:59+00:00,-76,"JUST IN: Tab Hunter, 'Damn Yankees!' actor and gay icon, dead at 86 https://t.co/bvGvefddGI https://t.co/Aa6QbtccP7",-0.8718,0.0,0.452,0.548
377,@FoxNews,2018-07-09 13:23:54+00:00,-77,GOP congressional candidate builds actual wall in campaign ad https://t.co/zpezZq1ko8,0.0,0.0,0.0,1.0
378,@FoxNews,2018-07-09 13:19:47+00:00,-78,Michigan State football star to join US Air Force https://t.co/npiSBGTNxd https://t.co/DqiHcnlYsw,0.296,0.18,0.0,0.82
379,@FoxNews,2018-07-09 13:14:04+00:00,-79,"JUST IN: Eight boys now freed from Thai cave, official says https://t.co/qXIGmdI89X",0.4019,0.197,0.0,0.803
380,@FoxNews,2018-07-09 12:59:47+00:00,-80,Rudy Giuliani: “They are investigating an innocent man.” https://t.co/tcPIHNSSX8,0.34,0.231,0.0,0.769
381,@FoxNews,2018-07-09 12:54:06+00:00,-81,Rudy Giuliani: “If they had some narrow questions about collusion… we would be happy to give them the answers to th… https://t.co/yZNyL7ur7G,0.5719,0.15,0.0,0.85
382,@FoxNews,2018-07-09 12:50:54+00:00,-82,"Rudy Giuliani: “They haven’t come up with a scintilla of evidence, no facts, that the president had anything to do… https://t.co/Qo8MBh1L8b",-0.296,0.0,0.104,0.896
383,@FoxNews,2018-07-09 12:45:04+00:00,-83,.@POTUS to Announce SCOTUS Nominee Tonight https://t.co/DzNR1tfRqt,0.0,0.0,0.0,1.0
384,@FoxNews,2018-07-09 12:38:48+00:00,-84,Suspected drunk driver tried to light cigarette with his burning car https://t.co/fWcM7QUSf3,-0.5106,0.0,0.301,0.699
385,@FoxNews,2018-07-09 12:11:06+00:00,-85,"JUST IN: Seven boys now rescued from Thai cave, report says https://t.co/qXIGmdI89X",0.4215,0.203,0.0,0.797
386,@FoxNews,2018-07-09 11:49:22+00:00,-86,Kim Kardashian visits inmates at California women's prison: report https://t.co/01YdZPhB3S,-0.5106,0.0,0.268,0.732
387,@FoxNews,2018-07-09 11:34:15+00:00,-87,Jake Zweig: “There’s not a whole lot I’m worried about at this point… I know that they’re laser-focused in their mi… https://t.co/vj3lkp0q0z,-0.296,0.0,0.104,0.896
388,@FoxNews,2018-07-09 11:07:29+00:00,-88,U.S Embassy in Haiti warns Americans to 'shelter in place' as violent protests escalate https://t.co/VDtl8fkB8m,-0.7351,0.0,0.375,0.625
389,@FoxNews,2018-07-09 10:58:07+00:00,-89,.@AlvedaCKing: “We must treat every student… as a human being and we must not discriminate.” https://t.co/PzUIvEto9S,0.4019,0.162,0.0,0.838
390,@FoxNews,2018-07-09 10:49:31+00:00,-90,Chinese media decries US' 'psychological games' as Navy ships sail Taiwan Strait passage https://t.co/U6BGqRA0rp,0.0,0.0,0.0,1.0
391,@FoxNews,2018-07-09 10:36:28+00:00,-91,.@dbongino: “This is just an incredible operation. Unbelievable bravery here.” https://t.co/YhWq17lEsa https://t.co/aWUxHzX7hj,0.6124,0.333,0.0,0.667
392,@FoxNews,2018-07-09 10:28:21+00:00,-92,"JUST IN: Thai workers rescue 5th boy trapped in cave, Sky News reports https://t.co/qXIGmdI89X",-0.0258,0.176,0.182,0.642
393,@FoxNews,2018-07-09 10:13:15+00:00,-93,"UK woman poisoned by same nerve agent as Russian spy dies, police say https://t.co/jHSBtmA3GL",-0.4939,0.0,0.198,0.802
394,@FoxNews,2018-07-09 10:02:17+00:00,-94,OPINION: Trump and Mexico’s next president can build the wall -- Together https://t.co/IlABBRlJQf,0.0,0.0,0.0,1.0
395,@FoxNews,2018-07-09 09:51:06+00:00,-95,"Antjuan Seawright: “I seriously doubt that Secretary Clinton will make another run for president in 2020. However,… https://t.co/QMgNxjS9DC",-0.4939,0.0,0.208,0.792
396,@FoxNews,2018-07-09 09:45:54+00:00,-96,Countries Expected to Meet NATO Defense Spending Requirement https://t.co/uWdvYE1fzb,0.128,0.158,0.0,0.842
397,@FoxNews,2018-07-09 09:42:36+00:00,-97,California man proposes again with rings found in ashes of destroyed home https://t.co/9NWmBf4QMN,-0.4939,0.0,0.211,0.789
398,@FoxNews,2018-07-09 09:37:26+00:00,-98,US soldier killed in 'apparent insider attack' in Afghanistan ID'd https://t.co/xkn7qNX1pL,-0.8225,0.0,0.458,0.542
399,@FoxNews,2018-07-09 09:35:22+00:00,-99,Potential SCOTUS Nominees https://t.co/H7CEPeBoEC,0.0,0.0,0.0,1.0
400,@NYTimes,2018-07-09 22:02:03+00:00,0,A utility company cut off power to the home of a woman who used an oxygen tank to breathe. She died 6 hours later. https://t.co/GcsXiNmbYy,-0.6908,0.0,0.222,0.778
401,@NYTimes,2018-07-09 21:46:06+00:00,-1,Here's what to watch for ahead of Trump's Supreme Court nominee announcement https://t.co/UJHUps8IGV,0.5574,0.231,0.0,0.769
402,@NYTimes,2018-07-09 21:31:07+00:00,-2,"RT @readercenter: We invited readers to share their own stories of abortion. More than 1,300 responded from over 30 countries around the wo…",0.296,0.091,0.0,0.909
403,@NYTimes,2018-07-09 21:16:01+00:00,-3,Uber’s recent investment in motorized scooter company Lime is its latest move to become a destination for all thing… https://t.co/VKVhVdUose,0.0,0.0,0.0,1.0
404,@NYTimes,2018-07-09 21:01:07+00:00,-4,"In Opinion,

“President Trump’s contention, that women need access to formula because of malnutrition, defies both… https://t.co/isBch2OTlR",0.0,0.0,0.0,1.0
405,@NYTimes,2018-07-09 20:46:04+00:00,-5,Fact check: Trump repeated his criticism that other NATO countries spend less than their fair share of the cost of… https://t.co/k0ZKQquAqC,0.0865,0.169,0.115,0.716
406,@NYTimes,2018-07-09 20:31:05+00:00,-6,RT @tmagazine: T’s Best Photographs From Couture Week https://t.co/AlVZAvRn0Q https://t.co/wMqpWFuUss,0.6369,0.318,0.0,0.682
407,@NYTimes,2018-07-09 20:16:02+00:00,-7,Think about making a double batch of this hummus. It goes quickly. https://t.co/RiaxpLPRhZ,0.0,0.0,0.0,1.0
408,@NYTimes,2018-07-09 20:01:04+00:00,-8,"Washington is known more for power politics than humanitarian works, but one refugee turned St. Regis Hotel bartend… https://t.co/vzNybmQUan",0.0,0.0,0.0,1.0
409,@NYTimes,2018-07-09 19:49:41+00:00,-9,RT @nkulish: The Costs Human Smuggling: How desperate must you be to pay someone thousands of dollars to lock you in a compartment like thi…,-0.5106,0.085,0.232,0.683
410,@NYTimes,2018-07-09 19:31:04+00:00,-10,"A harmful algae bloom has covered 90 percent of Lake Okeechobee, Florida's largest freshwater lake https://t.co/WekTDVQ0O2",0.0,0.0,0.0,1.0
411,@NYTimes,2018-07-09 19:16:06+00:00,-11,HBO has long favored quality over quantity. That may be changing. https://t.co/k2zTIeHfEH,0.4215,0.203,0.0,0.797
412,@NYTimes,2018-07-09 19:01:05+00:00,-12,"“You control face recognition,” Facebook tells users. Critics say that's not actually the case. https://t.co/j5rB6gWauo",-0.296,0.0,0.136,0.864
413,@NYTimes,2018-07-09 18:52:18+00:00,-13,"RT @maggieNYT: Trump’s chosen, per people briefed. Now all they need is a name.  https://t.co/sTzsby4urn",0.0,0.0,0.0,1.0
414,@NYTimes,2018-07-09 18:46:04+00:00,-14,Trump is set to announce his Supreme Court nominee to replace the retiring Justice Anthony Kennedy at 9 p.m. ET. He… https://t.co/RaicGxdi6k,0.7906,0.269,0.0,0.731
415,@NYTimes,2018-07-09 18:33:05+00:00,-15,"RT @sarahlyall: Boris Johnson: Same as he ever was, only more so, his future written in his past. Here's my piece from two years ago.  http…",0.0,0.0,0.0,1.0
416,@NYTimes,2018-07-09 18:16:01+00:00,-16,Protesters across Britain are playing a cat-and-mouse game with Trump during his visit. Campaign groups have a pack… https://t.co/Qp7tbOkvje,-0.0258,0.096,0.102,0.802
